"","item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"StockOptionLevel7","175","7",25,2394,0.776942355889724,0.777581627643967,1,0.661273486430063,1.4826,0,3,3,1.02242802605651,1.03895963384609,0.015892196185642
"TotalWorkingYears1","176","1",26,4959,8.59689453518855,5.25572724306904,8,8.19173595364072,4.4478,0,38,38,1.12755584708381,3.00782023972885,0.07463383608333
"TotalWorkingYears2","177","2",26,2575,21.1968932038835,8.60208082616481,21,21.1115963124697,10.3782,1,40,39,0.015988356486448,-0.915230513916229,0.169517641823118
"TotalWorkingYears3","178","3",26,1077,25.0343546889508,5.70069200101494,25,25.225955967555,4.4478,5,37,32,-0.548065049448395,1.18256060336568,0.173707962297871
"TotalWorkingYears4","179","4",26,5129,8.50789627607721,5.01343612413986,8,8.16565164433618,4.4478,0,36,36,0.627563361288295,0.060702716690126,0.070003400428271
"TotalWorkingYears5","180","5",26,3543,7.82557154953429,4.62758171011576,8,7.48112874779541,4.4478,0,34,34,0.813171138855668,1.53099178171731,0.077744293227826
"TotalWorkingYears6","181","6",26,3855,8.18469520103761,4.66658163720121,8,7.84084278768233,2.9652,0,32,32,0.793173116140152,1.10583069935477,0.075159983586529
"TotalWorkingYears7","182","7",26,2394,15.8621553884712,6.88428964459327,15,15.1722338204593,7.413,0,40,40,0.79125262228498,0.263017155199013,0.140700960183637
"TrainingTimesLastYear1","183","1",27,4959,2.83666061705989,1.31086740601611,3,2.7588813303099,1.4826,0,6,6,0.5663531627952,0.302203158172236,0.018614943010333
"TrainingTimesLastYear2","184","2",27,2575,2.69203883495146,1.36568939931406,3,2.6152353226589,1.4826,0,6,6,0.562222103507592,0.566692946246813,0.026913075000455
"TrainingTimesLastYear3","185","3",27,1077,2.89600742804085,1.01583779400877,3,2.77520278099652,1.4826,1,6,5,0.793292432860191,-0.001940191042792,0.030953981234385
"TrainingTimesLastYear4","186","4",27,5129,2.72041333593293,1.21427680528507,3,2.64311814859927,1.4826,0,6,6,0.48851210836295,1.03178346388359,0.016955138816238
"TrainingTimesLastYear5","187","5",27,3543,2.90008467400508,1.36469871775088,3,2.82433862433862,1.4826,0,6,6,0.524472114519272,0.112043697515928,0.022927209917987
"TrainingTimesLastYear6","188","6",27,3855,2.80363164721141,1.30070728004816,3,2.74878444084279,1.4826,0,6,6,0.417924052633415,0.357862934081438,0.020949196953925
"TrainingTimesLastYear7","189","7",27,2394,2.7844611528822,1.2721554233589,3,2.68058455114822,1.4826,0,6,6,0.834309327333334,0.458340952929623,0.02600028453335
"WorkLifeBalance1","190","1",28,4959,2.68864690461787,0.714804946459137,3,2.73343411438649,0,1,4,3,-0.665925992504218,0.358379250244953,0.010150571507671
"WorkLifeBalance2","191","2",28,2575,2.79805825242719,0.68136201274325,3,2.80252304706453,0,1,4,3,-0.555946135537346,0.591990099469373,0.013427318803698
"WorkLifeBalance3","192","3",28,1077,2.76508820798514,0.753903914368798,3,2.77867902665122,0,1,4,3,-0.390138155216006,-0.01066437456264,0.022972493990217
"WorkLifeBalance4","193","4",28,5129,2.81497367907974,0.70730118420706,3,2.83605359317905,0,1,4,3,-0.632830570845185,0.638045853350599,0.00987615814691
"WorkLifeBalance5","194","5",28,3543,2.76601749929438,0.676087597965548,3,2.75626102292769,0,1,4,3,-0.433952796488211,0.352685929602403,0.011358406130146
"WorkLifeBalance6","195","6",28,3855,2.72607003891051,0.726960595630716,3,2.73679092382496,0,1,4,3,-0.51788843518762,0.227554077282047,0.01170843042798
"WorkLifeBalance7","196","7",28,2394,2.8078529657477,0.680334583821798,3,2.8027139874739,0,1,4,3,-0.3933655327551,0.321363913502761,0.013904663245109
"YearsAtCompany1","197","1",29,4959,5.46440814680379,4.27270925530598,5,4.94910556815319,4.4478,0,37,37,1.41829474501698,3.24741072024081,0.060674511336707
"YearsAtCompany2","198","2",29,2575,11.661359223301,8.97429431904006,9,10.6327025715672,7.413,0,37,37,0.905950606438663,-0.004848408333825,0.176852698868273
"YearsAtCompany3","199","3",29,1077,13.7985143918292,9.88630899768001,14,13.2294322132097,11.8608,0,34,34,0.263833487011388,-1.19815732598607,0.30124949573286
"YearsAtCompany4","200","4",29,5129,5.43400272957692,3.92891968504934,5,4.99658952496955,4.4478,0,36,36,1.07305449305419,1.4021961319488,0.054860126099684
"YearsAtCompany5","201","5",29,3543,5.37538808918995,4.03802975649459,5,4.94920634920635,4.4478,0,33,33,1.46368116267243,4.45646238778187,0.067839703135949
"YearsAtCompany6","202","6",29,3855,5.67885862516213,4.1845226901968,5,5.26385737439222,4.4478,0,30,30,1.01894197434608,1.34099901028142,0.06739594014716
"YearsAtCompany7","203","7",29,2394,10.0497076023392,6.74622318678889,9,9.48538622129436,5.9304,0,40,40,1.06154541848235,1.83721277538826,0.137879160958863
"YearsInCurrentRole1","204","1",30,4959,3.45210727969349,3.08597967727614,2,3.12748803224994,2.9652,0,16,16,0.869292767681101,-0.035946990525449,0.043822384750664
"YearsInCurrentRole2","205","2",30,2575,5.97980582524272,4.0456289256919,7,5.745269286754,4.4478,0,17,17,0.370080369242503,-0.327162249413012,0.079725532581452
"YearsInCurrentRole3","206","3",30,1077,6.55710306406685,5.1275313960095,6,6.09385863267671,5.9304,0,18,18,0.644534913370975,-0.532914516426821,0.15624296668906
"YearsInCurrentRole4","207","4",30,5129,3.56229284460909,3.12893581903227,2,3.21096224116931,2.9652,0,15,15,0.965622434128328,0.242612117437842,0.04368982502827
"YearsInCurrentRole5","208","5",30,3543,3.66723116003387,3.13522930130954,3,3.33791887125221,2.9652,0,16,16,1.08264759904494,1.1567742078627,0.052672475907807
"YearsInCurrentRole6","209","6",30,3855,3.73333333333333,3.30815956946906,2,3.39059967585089,2.9652,0,16,16,0.927920647232979,0.365590127620193,0.053281232018055
"YearsInCurrentRole7","210","7",30,2394,5.92439431913116,3.89280280171702,7,5.77035490605428,4.4478,0,17,17,0.254821676168363,-0.397587187757973,0.079561017953
"YearsSinceLastPromotion1","211","1",31,4959,1.69187336156483,2.56253700556603,1,1.12093726379441,1.4826,0,15,15,1.95140142970057,3.69807716067939,0.036389248906152
"YearsSinceLastPromotion2","212","2",31,2575,3.97126213592233,4.66741058830989,2,3.19553614750121,2.9652,0,15,15,1.15614045216561,0.05359068792905,0.091978726117515
"YearsSinceLastPromotion3","213","3",31,1077,4.35654596100278,4.65212570341619,2,3.77752027809965,2.9652,0,15,15,0.854634743407414,-0.662072823743368,0.141756698335939
"YearsSinceLastPromotion4","214","4",31,5129,1.62721778124391,2.4299563916008,1,1.07235079171742,1.4826,0,15,15,2.24066920651829,5.61382163342801,0.033929864885563
"YearsSinceLastPromotion5","215","5",31,3543,1.46457804120802,2.31273843028446,1,0.900881834215168,1.4826,0,12,12,2.31336687824098,5.31941516229602,0.038854465668376
"YearsSinceLastPromotion6","216","6",31,3855,1.53852140077821,2.16820143204411,1,1.045056726094,1.4826,0,12,12,1.84734582122319,2.80607637764414,0.034921061435124
"YearsSinceLastPromotion7","217","7",31,2394,3.55555555555555,4.0683212023383,2,2.88778705636743,2.9652,0,15,15,1.13560562363822,0.243697486796867,0.08314825916048
"YearsWithCurrManager1","218","1",32,4959,3.45714861867312,3.09369109362733,2,3.17460317460317,2.9652,0,17,17,0.848366054466481,0.301648444128964,0.043931890544497
"YearsWithCurrManager2","219","2",32,2575,5.75922330097087,4.14166008622788,6,5.52401746724891,5.9304,0,17,17,0.359276288663259,-0.722207183879101,0.081617978863296
"YearsWithCurrManager3","220","3",32,1077,6.29526462395543,4.55369716305021,7,6.03012746234067,5.9304,0,17,17,0.255310873769398,-0.709817922739452,0.138757444705698
"YearsWithCurrManager4","221","4",32,5129,3.63014232793917,3.22768892836226,2,3.2721071863581,2.9652,0,17,17,1.06689927312812,0.817832304923297,0.045068730291005
"YearsWithCurrManager5","222","5",32,3543,3.36889641546712,3.06262751425538,2,3.01869488536155,2.9652,0,17,17,1.12499579634971,1.28909976389613,0.051452751443674
"YearsWithCurrManager6","223","6",32,3855,3.76394293125811,3.32799560784166,2,3.44862236628849,2.9652,0,17,17,0.817275637332343,0.12640447173246,0.053600711335982
"YearsWithCurrManager7","224","7",32,2394,5.50710108604845,3.80700188935006,7,5.3517745302714,4.4478,0,17,17,0.207019321382594,-0.693554399652229,0.077807420795137
"Employee.Source1","225","1",33,4959,5.07400685622101,3.08759569455048,4,4.95716805240615,2.9652,1,10,9,0.386586760275431,-1.23558782519379,0.043845332967491
"Employee.Source2","226","2",33,2575,4.75339805825243,2.8917539279331,4,4.51188743328481,2.9652,1,10,9,0.607500141457855,-0.90626195238172,0.056986596208782
"Employee.Source3","227","3",33,1077,4.78365831012071,2.92670570897235,4,4.60950173812283,2.9652,1,10,9,0.439333422383897,-1.13471434467371,0.08918076697717
"Employee.Source4","228","4",33,5129,4.92688633261844,3.11454436130485,4,4.78392204628502,2.9652,1,10,9,0.484824409884843,-1.16154385753515,0.043488874831021
"Employee.Source5","229","5",33,3543,4.74597798475868,2.96570745672643,4,4.55767195767196,2.9652,1,10,9,0.534734175434012,-0.980885518119205,0.049824475198283
"Employee.Source6","230","6",33,3855,4.94500648508431,3.01149593683796,4,4.77795786061588,2.9652,1,11,10,0.415886603250718,-1.19405203088988,0.04850316629613
"Employee.Source7","231","7",33,2394,4.98245614035088,3.0994966873604,4,4.839248434238,2.9652,1,10,9,0.475191294816188,-1.16766929033664,0.063347445054133
"cluster1","232","1",34,4959,1,0,1,1,0,1,1,0,NA,NA,0
"cluster2","233","2",34,2575,2,0,2,2,0,2,2,0,NA,NA,0
"cluster3","234","3",34,1077,3,0,3,3,0,3,3,0,NA,NA,0
"cluster4","235","4",34,5129,4,0,4,4,0,4,4,0,NA,NA,0
"cluster5","236","5",34,3543,5,0,5,5,0,5,5,0,NA,NA,0
"cluster6","237","6",34,3855,6,0,6,6,0,6,6,0,NA,NA,0
"cluster7","238","7",34,2394,7,0,7,7,0,7,7,0,NA,NA,0
