"","item","group1","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"StockOptionLevel7","175","7",25,4433,0.754793593503271,0.828265966802936,1,0.623907527488018,1.4826,0,3,3,1.07070614013233,0.740290239041912,0.012440016347023
"TotalWorkingYears1","176","1",26,4532,8.67188879082083,5.36192011266729,8,8.22586872586873,4.4478,0,38,38,1.13186759369514,2.49890270499254,0.079648094194323
"TotalWorkingYears2","177","2",26,2227,22.9510552312528,7.62248485672017,23,22.9876612450925,8.8956,1,40,39,0.003133090742355,-0.658084910418965,0.161523777120216
"TotalWorkingYears3","178","3",26,1125,25.176,5.72557103711653,25,25.4084350721421,4.4478,5,37,32,-0.606526938632175,1.21264461174606,0.170703547319954
"TotalWorkingYears4","179","4",26,4609,8.20590149707095,4.75902832324424,8,7.84629981024668,2.9652,0,32,32,0.775943365503839,0.84999680223561,0.070099502446989
"TotalWorkingYears5","180","5",26,4741,8.94136258173381,5.44600846356057,9,8.46902188241497,4.4478,0,37,37,1.2331210744155,3.1541005077914,0.079093962614058
"TotalWorkingYears6","181","6",26,1865,15.3549597855228,6.66717250225942,14,14.68251841929,5.9304,0,40,40,0.893977612819509,0.704273923992206,0.154383994598344
"TotalWorkingYears7","182","7",26,4433,8.4547710354162,5.08375655241782,8,8.06879052720609,4.4478,0,36,36,0.716333957935404,0.343106355583201,0.076354718352695
"TrainingTimesLastYear1","183","1",27,4532,2.83296557811121,1.29975932296912,3,2.75041367898511,1.4826,0,6,6,0.605132829559968,0.322918299694876,0.019307141995873
"TrainingTimesLastYear2","184","2",27,2227,2.69914683430624,1.26363691285216,3,2.62366797532249,1.4826,0,6,6,0.539604595141544,0.814138359181104,0.026777017063204
"TrainingTimesLastYear3","185","3",27,1125,2.91555555555556,1.00575646437823,3,2.7968923418424,1.4826,1,6,5,0.766868533496108,0.023787665118626,0.029985864308794
"TrainingTimesLastYear4","186","4",27,4609,2.829681058798,1.31128412855077,3,2.76958525345622,1.4826,0,6,6,0.442672928361105,0.279719804109531,0.019314943878161
"TrainingTimesLastYear5","187","5",27,4741,2.86964775363847,1.39024952316331,3,2.8080674927498,1.4826,0,6,6,0.486455829643945,0.10621274128396,0.020190997598524
"TrainingTimesLastYear6","188","6",27,1865,2.79302949061662,1.3482044535579,3,2.70194239785666,1.4826,0,6,6,0.728669987213529,0.217092422348924,0.031218809623571
"TrainingTimesLastYear7","189","7",27,4433,2.66952402436273,1.17633600746447,3,2.59937975754158,1.4826,0,6,6,0.537045692434094,1.41217636662475,0.017667802069587
"WorkLifeBalance1","190","1",28,4532,2.71138570167696,0.718407668369788,3,2.74820739106453,0,1,4,3,-0.661928208552522,0.402728992283201,0.010671513270976
"WorkLifeBalance2","191","2",28,2227,2.8307139649753,0.710332915126794,3,2.85137408861469,0,1,4,3,-0.586051752330908,0.561480824039324,0.015052264139684
"WorkLifeBalance3","192","3",28,1125,2.78755555555556,0.751170958844146,3,2.80355160932297,0,1,4,3,-0.41104307439541,0.038668559778534,0.022395591022656
"WorkLifeBalance4","193","4",28,4609,2.75873291386418,0.729718689884348,3,2.77717538628355,0,1,4,3,-0.564669963810718,0.331237691128902,0.010748605306112
"WorkLifeBalance5","194","5",28,4741,2.74878717570133,0.677206586511388,3,2.74953862378065,0,1,4,3,-0.476475583400617,0.383723315817615,0.009835267938696
"WorkLifeBalance6","195","6",28,1865,2.71152815013405,0.642220758431358,3,2.7032819825854,0,1,4,3,-0.271042398488078,0.10383208539375,0.014871162560592
"WorkLifeBalance7","196","7",28,4433,2.80915858335213,0.703355187794639,3,2.82802368198478,0,1,4,3,-0.632679969221249,0.646388458686188,0.010563937653628
"YearsAtCompany1","197","1",29,4532,5.58804060017652,4.46763964222159,5,5.01627137341423,4.4478,0,37,37,1.85399869372459,6.45149958435849,0.06636409636341
"YearsAtCompany2","198","2",29,2227,12.2465199820386,9.33526630597817,10,11.2955692652832,10.3782,0,37,37,0.758007490400361,-0.323800421839049,0.19781836271348
"YearsAtCompany3","199","3",29,1125,13.736,9.8551155493532,13,13.1687014428413,13.3434,0,34,34,0.279749081642616,-1.20975660873733,0.293822777259586
"YearsAtCompany4","200","4",29,4609,5.62139292688219,4.21143477550839,5,5.14312821902955,4.4478,0,30,30,1.12480872192348,1.5221039436019,0.062033562798768
"YearsAtCompany5","201","5",29,4741,5.99915629614005,4.60420823434701,5,5.43237542842077,4.4478,0,33,33,1.3757089905884,2.96702397629832,0.066868253399057
"YearsAtCompany6","202","6",29,1865,10.1254691689008,6.43332592975798,9,9.63697253851306,5.9304,0,40,40,1.10798352790564,2.45703935241842,0.148969080258919
"YearsAtCompany7","203","7",29,4433,5.31648996165125,3.85941358711628,5,4.91739498167465,4.4478,0,36,36,1.03795652302484,1.43597643591901,0.0579658829868
"YearsInCurrentRole1","204","1",30,4532,3.45366284201236,3.08101702378707,2,3.12300055157198,2.9652,0,16,16,0.867121882215612,-0.078811036691551,0.045766652424598
"YearsInCurrentRole2","205","2",30,2227,6.00763358778626,4.16251564453741,7,5.76163768928772,4.4478,0,17,17,0.337761253129705,-0.455046761153273,0.088205521147729
"YearsInCurrentRole3","206","3",30,1125,6.52888888888889,5.07911703095684,6,6.06548279689234,5.9304,0,18,18,0.636667758726048,-0.508907740608312,0.151430012625285
"YearsInCurrentRole4","207","4",30,4609,3.593404209156,3.30160812458479,2,3.20303605313093,2.9652,0,16,16,1.05299071174059,0.642036056189722,0.048632004495102
"YearsInCurrentRole5","208","5",30,4741,4.03100611685298,3.34539301901142,3,3.70761929870815,2.9652,0,16,16,0.92948409842788,0.575039941078169,0.048586114425908
"YearsInCurrentRole6","209","6",30,1865,6.22895442359249,3.707609943349,7,6.19290020093771,2.9652,0,17,17,0.133074165599059,-0.08062577763121,0.085852830907372
"YearsInCurrentRole7","210","7",30,4433,3.55334987593052,3.09001655922239,2,3.2207499295179,2.9652,0,14,14,0.964209044481439,0.316368791191356,0.046410039830168
"YearsSinceLastPromotion1","211","1",31,4532,1.7594880847308,2.58212460413457,1,1.20573634859349,1.4826,0,12,12,1.7332439532662,2.22499742996461,0.038355905975869
"YearsSinceLastPromotion2","212","2",31,2227,4.2478670857656,4.83200142918192,2,3.49467190128996,2.9652,0,15,15,1.07920276635229,-0.14405967794256,0.102392216785272
"YearsSinceLastPromotion3","213","3",31,1125,4.23111111111111,4.59749188074489,2,3.62708102108768,2.9652,0,15,15,0.912626496082277,-0.543947892367762,0.137070724951319
"YearsSinceLastPromotion4","214","4",31,4609,1.55695378607073,2.36030264283823,1,1.01626457034427,1.4826,0,15,15,2.35992248514565,6.53684080429744,0.034766769527121
"YearsSinceLastPromotion5","215","5",31,4741,1.77916051465935,2.73166233754088,1,1.14052201423675,1.4826,0,15,15,2.16252115396272,4.48036586715215,0.039672725491585
"YearsSinceLastPromotion6","216","6",31,1865,3.4970509383378,4.00296522202677,2,2.83657066309444,2.9652,0,15,15,1.14468663096925,0.292578688132938,0.092692031142934
"YearsSinceLastPromotion7","217","7",31,4433,1.5698172794947,2.30594514714896,1,1.03129405131097,1.4826,0,14,14,2.04375812957349,4.00114745302293,0.034633796963308
"YearsWithCurrManager1","218","1",32,4532,3.43667255075022,3.00183218612243,2,3.17677881963596,2.9652,0,13,13,0.692538650394959,-0.454376327884995,0.044590409348134
"YearsWithCurrManager2","219","2",32,2227,5.92546026044005,4.38272492967324,7,5.66517106001122,5.9304,0,17,17,0.344584273197041,-0.755921715434562,0.092871851899534
"YearsWithCurrManager3","220","3",32,1125,6.20266666666667,4.54042655590954,7,5.92896781354051,5.9304,0,17,17,0.271237010978851,-0.70965961666366,0.13536936567812
"YearsWithCurrManager4","221","4",32,4609,3.75721414623563,3.3752354158391,3,3.40146381133098,4.4478,0,17,17,0.990553125614618,0.761940725903004,0.049716519260067
"YearsWithCurrManager5","222","5",32,4741,3.71335161358363,3.20585714108446,3,3.4118112312154,2.9652,0,17,17,0.872769216716387,0.33101227000128,0.046559594345023
"YearsWithCurrManager6","223","6",32,1865,5.75603217158177,3.70534895216814,7,5.61888814467515,4.4478,0,17,17,0.226363533387006,-0.44257511062948,0.085800475752299
"YearsWithCurrManager7","224","7",32,4433,3.51838484096549,3.17391328638913,2,3.16351846630956,2.9652,0,15,15,0.959664600234315,0.174178165977352,0.047670114129061
"Employee.Source1","225","1",33,4532,5.0328773168579,3.05428344791745,4,4.9034749034749,2.9652,1,10,9,0.416889942386482,-1.18724299165969,0.045369541254668
"Employee.Source2","226","2",33,2227,4.89672204759766,2.89888336085959,4,4.69377453729669,2.9652,1,10,9,0.533851332232237,-0.985227841629481,0.061428602178747
"Employee.Source3","227","3",33,1125,4.88711111111111,2.93746554626741,4,4.73473917869034,2.9652,1,10,9,0.390015663193132,-1.15803964615705,0.0875783019069
"Employee.Source4","228","4",33,4609,4.9783033195921,3.0160821232392,5,4.81973434535104,4.4478,1,11,10,0.410995671724707,-1.19032449193579,0.044426265577297
"Employee.Source5","229","5",33,4741,4.8015186669479,3.01949464383274,4,4.62167150013182,2.9652,1,10,9,0.528207174642055,-1.05679373515036,0.043852997671714
"Employee.Source6","230","6",33,1865,4.63270777479893,3.05593463518025,4,4.4166108506363,2.9652,1,10,9,0.623965768804374,-0.954910648858048,0.070762740284683
"Employee.Source7","231","7",33,4433,4.97834423640875,3.13820930418762,4,4.84804059768819,2.9652,1,10,9,0.457360809511708,-1.20711711649752,0.047133863528357
"cluster1","232","1",34,4532,1,0,1,1,0,1,1,0,NA,NA,0
"cluster2","233","2",34,2227,2,0,2,2,0,2,2,0,NA,NA,0
"cluster3","234","3",34,1125,3,0,3,3,0,3,3,0,NA,NA,0
"cluster4","235","4",34,4609,4,0,4,4,0,4,4,0,NA,NA,0
"cluster5","236","5",34,4741,5,0,5,5,0,5,5,0,NA,NA,0
"cluster6","237","6",34,1865,6,0,6,6,0,6,6,0,NA,NA,0
"cluster7","238","7",34,4433,7,0,7,7,0,7,7,0,NA,NA,0
