"","Observation Number","Cluster_Membership"
"7238",7238,5
"7239",7239,5
"7240",7240,1
"7241",7241,5
"7242",7242,5
"7243",7243,5
"7244",7244,5
"7245",7245,5
"7246",7246,5
"7247",7247,5
"7248",7248,1
"7249",7249,5
"7250",7250,5
"7251",7251,6
"7252",7252,6
"7253",7253,6
"7254",7254,6
"7255",7255,6
"7256",7256,6
"7257",7257,6
"7258",7258,6
"7259",7259,6
"7260",7260,6
"7261",7261,6
"7262",7262,6
"7263",7263,6
"7264",7264,6
"7265",7265,6
"7266",7266,6
"7267",7267,4
"7268",7268,4
"7269",7269,4
"7270",7270,4
"7271",7271,4
"7272",7272,4
"7273",7273,4
"7274",7274,4
"7275",7275,4
"7276",7276,4
"7277",7277,4
"7278",7278,4
"7279",7279,4
"7280",7280,4
"7281",7281,4
"7282",7282,4
"7283",7283,4
"7284",7284,4
"7285",7285,4
"7286",7286,1
"7287",7287,4
"7288",7288,4
"7289",7289,4
"7290",7290,1
"7291",7291,4
"7292",7292,4
"7293",7293,4
"7294",7294,4
"7295",7295,4
"7296",7296,4
"7297",7297,1
"7298",7298,1
"7299",7299,1
"7300",7300,1
"7301",7301,1
"7302",7302,1
"7303",7303,1
"7304",7304,1
"7305",7305,1
"7306",7306,1
"7307",7307,1
"7308",7308,1
"7309",7309,1
"7310",7310,1
"7311",7311,1
"7312",7312,1
"7313",7313,1
"7314",7314,5
"7315",7315,5
"7316",7316,5
"7317",7317,5
"7318",7318,5
"7319",7319,5
"7320",7320,5
"7321",7321,5
"7322",7322,5
"7323",7323,5
"7324",7324,5
"7325",7325,5
"7326",7326,5
"7327",7327,5
"7328",7328,5
"7329",7329,4
"7330",7330,5
"7331",7331,4
"7332",7332,5
"7333",7333,4
"7334",7334,4
"7335",7335,5
"7336",7336,5
"7337",7337,4
"7338",7338,4
"7339",7339,5
"7340",7340,4
"7341",7341,4
"7342",7342,5
"7343",7343,5
"7344",7344,4
"7345",7345,4
"7346",7346,4
"7347",7347,4
"7348",7348,4
"7349",7349,4
"7350",7350,4
"7351",7351,4
"7352",7352,4
"7353",7353,4
"7354",7354,4
"7355",7355,4
"7356",7356,4
"7357",7357,4
"7358",7358,4
"7359",7359,6
"7360",7360,6
"7361",7361,6
"7362",7362,6
"7363",7363,6
"7364",7364,6
"7365",7365,6
"7366",7366,6
"7367",7367,6
"7368",7368,6
"7369",7369,6
"7370",7370,6
"7371",7371,6
"7372",7372,6
"7373",7373,6
"7374",7374,2
"7375",7375,2
"7376",7376,2
"7377",7377,2
"7378",7378,2
"7379",7379,2
"7380",7380,2
"7381",7381,2
"7382",7382,2
"7383",7383,2
"7384",7384,2
"7385",7385,2
"7386",7386,2
"7387",7387,2
"7388",7388,2
"7389",7389,4
"7390",7390,4
"7391",7391,4
"7392",7392,4
"7393",7393,4
"7394",7394,4
"7395",7395,4
"7396",7396,4
"7397",7397,4
"7398",7398,4
"7399",7399,4
"7400",7400,4
"7401",7401,4
"7402",7402,4
"7403",7403,4
"7404",7404,1
"7405",7405,1
"7406",7406,1
"7407",7407,1
"7408",7408,1
"7409",7409,6
"7410",7410,1
"7411",7411,1
"7412",7412,1
"7413",7413,1
"7414",7414,1
"7415",7415,1
"7416",7416,6
"7417",7417,1
"7418",7418,1
"7419",7419,6
"7420",7420,6
"7421",7421,6
"7422",7422,6
"7423",7423,6
"7424",7424,6
"7425",7425,6
"7426",7426,6
"7427",7427,6
"7428",7428,6
"7429",7429,6
"7430",7430,6
"7431",7431,6
"7432",7432,6
"7433",7433,6
"7434",7434,9
"7435",7435,9
"7436",7436,9
"7437",7437,9
"7438",7438,9
"7439",7439,9
"7440",7440,9
"7441",7441,9
"7442",7442,9
"7443",7443,9
"7444",7444,9
"7445",7445,7
"7446",7446,9
"7447",7447,9
"7448",7448,9
"7449",7449,7
"7450",7450,7
"7451",7451,7
"7452",7452,7
"7453",7453,7
"7454",7454,7
"7455",7455,7
"7456",7456,7
"7457",7457,7
"7458",7458,7
"7459",7459,7
"7460",7460,7
"7461",7461,7
"7462",7462,7
"7463",7463,7
"7464",7464,4
"7465",7465,4
"7466",7466,4
"7467",7467,4
"7468",7468,5
"7469",7469,4
"7470",7470,4
"7471",7471,4
"7472",7472,4
"7473",7473,4
"7474",7474,4
"7475",7475,5
"7476",7476,4
"7477",7477,4
"7478",7478,4
"7479",7479,8
"7480",7480,8
"7481",7481,8
"7482",7482,8
"7483",7483,8
"7484",7484,8
"7485",7485,8
"7486",7486,8
"7487",7487,8
"7488",7488,8
"7489",7489,5
"7490",7490,8
"7491",7491,8
"7492",7492,8
"7493",7493,8
"7494",7494,3
"7495",7495,3
"7496",7496,3
"7497",7497,3
"7498",7498,3
"7499",7499,3
"7500",7500,3
"7501",7501,3
"7502",7502,3
"7503",7503,3
"7504",7504,3
"7505",7505,3
"7506",7506,3
"7507",7507,3
"7508",7508,3
"7509",7509,9
"7510",7510,9
"7511",7511,9
"7512",7512,9
"7513",7513,9
"7514",7514,9
"7515",7515,9
"7516",7516,9
"7517",7517,9
"7518",7518,9
"7519",7519,9
"7520",7520,9
"7521",7521,9
"7522",7522,9
"7523",7523,2
"7524",7524,2
"7525",7525,2
"7526",7526,2
"7527",7527,9
"7528",7528,2
"7529",7529,2
"7530",7530,2
"7531",7531,2
"7532",7532,2
"7533",7533,2
"7534",7534,2
"7535",7535,9
"7536",7536,2
"7537",7537,2
"7538",7538,2
"7539",7539,6
"7540",7540,6
"7541",7541,6
"7542",7542,6
"7543",7543,6
"7544",7544,6
"7545",7545,6
"7546",7546,6
"7547",7547,6
"7548",7548,6
"7549",7549,6
"7550",7550,8
"7551",7551,6
"7552",7552,6
"7553",7553,6
"7554",7554,6
"7555",7555,6
"7556",7556,6
"7557",7557,6
"7558",7558,6
"7559",7559,1
"7560",7560,6
"7561",7561,6
"7562",7562,6
"7563",7563,6
"7564",7564,6
"7565",7565,6
"7566",7566,6
"7567",7567,1
"7568",7568,6
"7569",7569,6
"7570",7570,6
"7571",7571,2
"7572",7572,2
"7573",7573,2
"7574",7574,2
"7575",7575,2
"7576",7576,2
"7577",7577,2
"7578",7578,2
"7579",7579,2
"7580",7580,2
"7581",7581,2
"7582",7582,2
"7583",7583,2
"7584",7584,2
"7585",7585,2
"7586",7586,2
"7587",7587,1
"7588",7588,1
"7589",7589,1
"7590",7590,1
"7591",7591,1
"7592",7592,1
"7593",7593,1
"7594",7594,1
"7595",7595,1
"7596",7596,1
"7597",7597,1
"7598",7598,1
"7599",7599,1
"7600",7600,1
"7601",7601,1
"7602",7602,1
"7603",7603,8
"7604",7604,8
"7605",7605,8
"7606",7606,8
"7607",7607,8
"7608",7608,8
"7609",7609,8
"7610",7610,8
"7611",7611,8
"7612",7612,8
"7613",7613,8
"7614",7614,8
"7615",7615,8
"7616",7616,8
"7617",7617,8
"7618",7618,8
"7619",7619,6
"7620",7620,6
"7621",7621,6
"7622",7622,6
"7623",7623,6
"7624",7624,6
"7625",7625,6
"7626",7626,6
"7627",7627,6
"7628",7628,6
"7629",7629,6
"7630",7630,6
"7631",7631,6
"7632",7632,6
"7633",7633,6
"7634",7634,6
"7635",7635,7
"7636",7636,7
"7637",7637,7
"7638",7638,7
"7639",7639,7
"7640",7640,7
"7641",7641,7
"7642",7642,7
"7643",7643,7
"7644",7644,7
"7645",7645,7
"7646",7646,7
"7647",7647,7
"7648",7648,7
"7649",7649,7
"7650",7650,7
"7651",7651,7
"7652",7652,7
"7653",7653,7
"7654",7654,7
"7655",7655,7
"7656",7656,7
"7657",7657,7
"7658",7658,7
"7659",7659,7
"7660",7660,7
"7661",7661,7
"7662",7662,7
"7663",7663,7
"7664",7664,7
"7665",7665,7
"7666",7666,7
"7667",7667,3
"7668",7668,3
"7669",7669,3
"7670",7670,3
"7671",7671,3
"7672",7672,3
"7673",7673,3
"7674",7674,3
"7675",7675,3
"7676",7676,3
"7677",7677,3
"7678",7678,3
"7679",7679,3
"7680",7680,3
"7681",7681,3
"7682",7682,3
"7683",7683,6
"7684",7684,6
"7685",7685,6
"7686",7686,6
"7687",7687,6
"7688",7688,6
"7689",7689,6
"7690",7690,6
"7691",7691,6
"7692",7692,6
"7693",7693,6
"7694",7694,6
"7695",7695,6
"7696",7696,6
"7697",7697,6
"7698",7698,5
"7699",7699,5
"7700",7700,5
"7701",7701,5
"7702",7702,1
"7703",7703,5
"7704",7704,5
"7705",7705,5
"7706",7706,5
"7707",7707,5
"7708",7708,5
"7709",7709,1
"7710",7710,5
"7711",7711,5
"7712",7712,5
"7713",7713,7
"7714",7714,7
"7715",7715,7
"7716",7716,7
"7717",7717,7
"7718",7718,7
"7719",7719,7
"7720",7720,7
"7721",7721,7
"7722",7722,7
"7723",7723,7
"7724",7724,7
"7725",7725,7
"7726",7726,7
"7727",7727,7
"7728",7728,6
"7729",7729,6
"7730",7730,6
"7731",7731,6
"7732",7732,6
"7733",7733,6
"7734",7734,6
"7735",7735,6
"7736",7736,6
"7737",7737,6
"7738",7738,6
"7739",7739,6
"7740",7740,6
"7741",7741,6
"7742",7742,6
"7743",7743,4
"7744",7744,4
"7745",7745,4
"7746",7746,4
"7747",7747,4
"7748",7748,4
"7749",7749,4
"7750",7750,4
"7751",7751,4
"7752",7752,4
"7753",7753,4
"7754",7754,4
"7755",7755,4
"7756",7756,4
"7757",7757,4
"7758",7758,5
"7759",7759,5
"7760",7760,5
"7761",7761,5
"7762",7762,5
"7763",7763,5
"7764",7764,5
"7765",7765,5
"7766",7766,5
"7767",7767,5
"7768",7768,5
"7769",7769,5
"7770",7770,5
"7771",7771,5
"7772",7772,5
"7773",7773,4
"7774",7774,4
"7775",7775,4
"7776",7776,4
"7777",7777,4
"7778",7778,4
"7779",7779,4
"7780",7780,4
"7781",7781,4
"7782",7782,4
"7783",7783,4
"7784",7784,4
"7785",7785,4
"7786",7786,4
"7787",7787,4
"7788",7788,6
"7789",7789,6
"7790",7790,6
"7791",7791,6
"7792",7792,6
"7793",7793,6
"7794",7794,6
"7795",7795,6
"7796",7796,6
"7797",7797,6
"7798",7798,6
"7799",7799,6
"7800",7800,6
"7801",7801,6
"7802",7802,7
"7803",7803,2
"7804",7804,2
"7805",7805,2
"7806",7806,2
"7807",7807,2
"7808",7808,2
"7809",7809,2
"7810",7810,2
"7811",7811,2
"7812",7812,2
"7813",7813,2
"7814",7814,2
"7815",7815,2
"7816",7816,2
"7817",7817,2
"7818",7818,6
"7819",7819,6
"7820",7820,6
"7821",7821,6
"7822",7822,2
"7823",7823,6
"7824",7824,6
"7825",7825,6
"7826",7826,6
"7827",7827,6
"7828",7828,6
"7829",7829,2
"7830",7830,6
"7831",7831,6
"7832",7832,6
"7833",7833,5
"7834",7834,5
"7835",7835,5
"7836",7836,5
"7837",7837,5
"7838",7838,5
"7839",7839,5
"7840",7840,5
"7841",7841,5
"7842",7842,5
"7843",7843,5
"7844",7844,5
"7845",7845,5
"7846",7846,5
"7847",7847,5
"7848",7848,2
"7849",7849,2
"7850",7850,2
"7851",7851,2
"7852",7852,2
"7853",7853,2
"7854",7854,2
"7855",7855,2
"7856",7856,2
"7857",7857,2
"7858",7858,2
"7859",7859,2
"7860",7860,2
"7861",7861,2
"7862",7862,2
"7863",7863,1
"7864",7864,1
"7865",7865,1
"7866",7866,1
"7867",7867,1
"7868",7868,4
"7869",7869,1
"7870",7870,1
"7871",7871,1
"7872",7872,1
"7873",7873,1
"7874",7874,1
"7875",7875,4
"7876",7876,1
"7877",7877,1
"7878",7878,5
"7879",7879,5
"7880",7880,5
"7881",7881,5
"7882",7882,5
"7883",7883,5
"7884",7884,5
"7885",7885,5
"7886",7886,5
"7887",7887,5
"7888",7888,5
"7889",7889,5
"7890",7890,5
"7891",7891,5
"7892",7892,5
"7893",7893,5
"7894",7894,2
"7895",7895,2
"7896",7896,2
"7897",7897,2
"7898",7898,2
"7899",7899,2
"7900",7900,2
"7901",7901,2
"7902",7902,2
"7903",7903,2
"7904",7904,2
"7905",7905,2
"7906",7906,2
"7907",7907,2
"7908",7908,2
"7909",7909,2
"7910",7910,1
"7911",7911,1
"7912",7912,1
"7913",7913,1
"7914",7914,1
"7915",7915,1
"7916",7916,1
"7917",7917,1
"7918",7918,1
"7919",7919,1
"7920",7920,1
"7921",7921,1
"7922",7922,1
"7923",7923,1
"7924",7924,1
"7925",7925,4
"7926",7926,4
"7927",7927,4
"7928",7928,4
"7929",7929,4
"7930",7930,4
"7931",7931,4
"7932",7932,4
"7933",7933,4
"7934",7934,4
"7935",7935,4
"7936",7936,4
"7937",7937,9
"7938",7938,4
"7939",7939,4
"7940",7940,4
"7941",7941,6
"7942",7942,6
"7943",7943,6
"7944",7944,6
"7945",7945,6
"7946",7946,1
"7947",7947,6
"7948",7948,6
"7949",7949,6
"7950",7950,6
"7951",7951,6
"7952",7952,6
"7953",7953,6
"7954",7954,1
"7955",7955,6
"7956",7956,6
"7957",7957,6
"7958",7958,6
"7959",7959,6
"7960",7960,6
"7961",7961,6
"7962",7962,6
"7963",7963,6
"7964",7964,6
"7965",7965,6
"7966",7966,6
"7967",7967,6
"7968",7968,6
"7969",7969,6
"7970",7970,6
"7971",7971,6
"7972",7972,6
"7973",7973,8
"7974",7974,8
"7975",7975,8
"7976",7976,8
"7977",7977,8
"7978",7978,8
"7979",7979,8
"7980",7980,8
"7981",7981,8
"7982",7982,8
"7983",7983,8
"7984",7984,8
"7985",7985,8
"7986",7986,8
"7987",7987,8
"7988",7988,8
"7989",7989,7
"7990",7990,7
"7991",7991,7
"7992",7992,7
"7993",7993,7
"7994",7994,7
"7995",7995,7
"7996",7996,7
"7997",7997,7
"7998",7998,7
"7999",7999,7
"8000",8000,7
"8001",8001,7
"8002",8002,7
"8003",8003,7
"8004",8004,7
"8005",8005,6
"8006",8006,6
"8007",8007,6
"8008",8008,6
"8009",8009,6
"8010",8010,6
"8011",8011,6
"8012",8012,6
"8013",8013,6
"8014",8014,6
"8015",8015,6
"8016",8016,6
"8017",8017,6
"8018",8018,6
"8019",8019,6
"8020",8020,6
"8021",8021,6
"8022",8022,6
"8023",8023,6
"8024",8024,6
"8025",8025,6
"8026",8026,6
"8027",8027,6
"8028",8028,6
"8029",8029,6
"8030",8030,6
"8031",8031,6
"8032",8032,6
"8033",8033,6
"8034",8034,7
"8035",8035,6
"8036",8036,6
"8037",8037,7
"8038",8038,7
"8039",8039,7
"8040",8040,7
"8041",8041,7
"8042",8042,7
"8043",8043,7
"8044",8044,7
"8045",8045,7
"8046",8046,7
"8047",8047,7
"8048",8048,7
"8049",8049,7
"8050",8050,7
"8051",8051,7
"8052",8052,7
"8053",8053,9
"8054",8054,9
"8055",8055,9
"8056",8056,9
"8057",8057,9
"8058",8058,9
"8059",8059,9
"8060",8060,9
"8061",8061,9
"8062",8062,9
"8063",8063,9
"8064",8064,9
"8065",8065,9
"8066",8066,9
"8067",8067,9
"8068",8068,9
"8069",8069,9
"8070",8070,9
"8071",8071,9
"8072",8072,9
"8073",8073,9
"8074",8074,9
"8075",8075,9
"8076",8076,9
"8077",8077,9
"8078",8078,9
"8079",8079,9
"8080",8080,9
"8081",8081,7
"8082",8082,9
"8083",8083,9
"8084",8084,9
"8085",8085,6
"8086",8086,6
"8087",8087,6
"8088",8088,6
"8089",8089,6
"8090",8090,6
"8091",8091,6
"8092",8092,6
"8093",8093,6
"8094",8094,6
"8095",8095,6
"8096",8096,6
"8097",8097,6
"8098",8098,6
"8099",8099,6
"8100",8100,6
"8101",8101,5
"8102",8102,5
"8103",8103,5
"8104",8104,5
"8105",8105,5
"8106",8106,5
"8107",8107,5
"8108",8108,5
"8109",8109,5
"8110",8110,5
"8111",8111,5
"8112",8112,5
"8113",8113,5
"8114",8114,5
"8115",8115,5
"8116",8116,5
"8117",8117,9
"8118",8118,9
"8119",8119,9
"8120",8120,9
"8121",8121,9
"8122",8122,9
"8123",8123,9
"8124",8124,9
"8125",8125,9
"8126",8126,9
"8127",8127,9
"8128",8128,9
"8129",8129,9
"8130",8130,9
"8131",8131,9
"8132",8132,9
"8133",8133,1
"8134",8134,1
"8135",8135,1
"8136",8136,1
"8137",8137,1
"8138",8138,1
"8139",8139,1
"8140",8140,1
"8141",8141,1
"8142",8142,1
"8143",8143,1
"8144",8144,1
"8145",8145,1
"8146",8146,1
"8147",8147,1
"8148",8148,9
"8149",8149,9
"8150",8150,9
"8151",8151,9
"8152",8152,9
"8153",8153,9
"8154",8154,9
"8155",8155,9
"8156",8156,9
"8157",8157,9
"8158",8158,9
"8159",8159,9
"8160",8160,9
"8161",8161,9
"8162",8162,9
"8163",8163,9
"8164",8164,4
"8165",8165,4
"8166",8166,4
"8167",8167,4
"8168",8168,4
"8169",8169,4
"8170",8170,4
"8171",8171,4
"8172",8172,4
"8173",8173,4
"8174",8174,4
"8175",8175,4
"8176",8176,4
"8177",8177,4
"8178",8178,4
"8179",8179,4
"8180",8180,9
"8181",8181,9
"8182",8182,9
"8183",8183,9
"8184",8184,9
"8185",8185,9
"8186",8186,9
"8187",8187,9
"8188",8188,9
"8189",8189,9
"8190",8190,9
"8191",8191,9
"8192",8192,9
"8193",8193,9
"8194",8194,9
"8195",8195,9
"8196",8196,2
"8197",8197,2
"8198",8198,2
"8199",8199,2
"8200",8200,2
"8201",8201,2
"8202",8202,2
"8203",8203,2
"8204",8204,2
"8205",8205,2
"8206",8206,2
"8207",8207,2
"8208",8208,2
"8209",8209,2
"8210",8210,2
"8211",8211,2
"8212",8212,1
"8213",8213,1
"8214",8214,1
"8215",8215,1
"8216",8216,1
"8217",8217,1
"8218",8218,1
"8219",8219,1
"8220",8220,1
"8221",8221,1
"8222",8222,1
"8223",8223,1
"8224",8224,1
"8225",8225,1
"8226",8226,1
"8227",8227,1
"8228",8228,6
"8229",8229,6
"8230",8230,6
"8231",8231,6
"8232",8232,6
"8233",8233,6
"8234",8234,6
"8235",8235,6
"8236",8236,6
"8237",8237,6
"8238",8238,6
"8239",8239,6
"8240",8240,6
"8241",8241,6
"8242",8242,6
"8243",8243,6
"8244",8244,9
"8245",8245,9
"8246",8246,9
"8247",8247,9
"8248",8248,9
"8249",8249,9
"8250",8250,9
"8251",8251,9
"8252",8252,9
"8253",8253,9
"8254",8254,9
"8255",8255,9
"8256",8256,9
"8257",8257,9
"8258",8258,9
"8259",8259,9
"8260",8260,7
"8261",8261,7
"8262",8262,7
"8263",8263,7
"8264",8264,7
"8265",8265,7
"8266",8266,7
"8267",8267,7
"8268",8268,7
"8269",8269,7
"8270",8270,7
"8271",8271,7
"8272",8272,7
"8273",8273,7
"8274",8274,7
"8275",8275,7
"8276",8276,1
"8277",8277,1
"8278",8278,1
"8279",8279,1
"8280",8280,1
"8281",8281,6
"8282",8282,1
"8283",8283,1
"8284",8284,1
"8285",8285,1
"8286",8286,1
"8287",8287,1
"8288",8288,1
"8289",8289,6
"8290",8290,1
"8291",8291,1
"8292",8292,7
"8293",8293,7
"8294",8294,7
"8295",8295,7
"8296",8296,7
"8297",8297,7
"8298",8298,7
"8299",8299,7
"8300",8300,7
"8301",8301,7
"8302",8302,7
"8303",8303,7
"8304",8304,7
"8305",8305,7
"8306",8306,7
"8307",8307,7
"8308",8308,4
"8309",8309,4
"8310",8310,4
"8311",8311,4
"8312",8312,4
"8313",8313,4
"8314",8314,4
"8315",8315,4
"8316",8316,4
"8317",8317,4
"8318",8318,4
"8319",8319,4
"8320",8320,4
"8321",8321,4
"8322",8322,4
"8323",8323,4
"8324",8324,4
"8325",8325,4
"8326",8326,4
"8327",8327,4
"8328",8328,4
"8329",8329,4
"8330",8330,4
"8331",8331,4
"8332",8332,4
"8333",8333,4
"8334",8334,4
"8335",8335,4
"8336",8336,4
"8337",8337,4
"8338",8338,4
"8339",8339,4
"8340",8340,6
"8341",8341,6
"8342",8342,6
"8343",8343,6
"8344",8344,6
"8345",8345,6
"8346",8346,6
"8347",8347,6
"8348",8348,6
"8349",8349,6
"8350",8350,6
"8351",8351,6
"8352",8352,6
"8353",8353,6
"8354",8354,6
"8355",8355,6
"8356",8356,7
"8357",8357,7
"8358",8358,7
"8359",8359,7
"8360",8360,7
"8361",8361,4
"8362",8362,7
"8363",8363,7
"8364",8364,7
"8365",8365,7
"8366",8366,7
"8367",8367,7
"8368",8368,7
"8369",8369,4
"8370",8370,7
"8371",8371,7
"8372",8372,7
"8373",8373,7
"8374",8374,7
"8375",8375,7
"8376",8376,7
"8377",8377,7
"8378",8378,7
"8379",8379,7
"8380",8380,7
"8381",8381,7
"8382",8382,7
"8383",8383,7
"8384",8384,7
"8385",8385,7
"8386",8386,7
"8387",8387,7
"8388",8388,2
"8389",8389,2
"8390",8390,2
"8391",8391,2
"8392",8392,2
"8393",8393,2
"8394",8394,2
"8395",8395,2
"8396",8396,2
"8397",8397,2
"8398",8398,2
"8399",8399,2
"8400",8400,2
"8401",8401,2
"8402",8402,2
"8403",8403,9
"8404",8404,9
"8405",8405,9
"8406",8406,9
"8407",8407,9
"8408",8408,9
"8409",8409,9
"8410",8410,9
"8411",8411,9
"8412",8412,9
"8413",8413,9
"8414",8414,9
"8415",8415,5
"8416",8416,9
"8417",8417,9
"8418",8418,9
"8419",8419,6
"8420",8420,6
"8421",8421,6
"8422",8422,6
"8423",8423,1
"8424",8424,6
"8425",8425,6
"8426",8426,6
"8427",8427,6
"8428",8428,6
"8429",8429,1
"8430",8430,6
"8431",8431,6
"8432",8432,6
"8433",8433,1
"8434",8434,6
"8435",8435,6
"8436",8436,3
"8437",8437,3
"8438",8438,3
"8439",8439,3
"8440",8440,3
"8441",8441,3
"8442",8442,3
"8443",8443,3
"8444",8444,3
"8445",8445,2
"8446",8446,7
"8447",8447,3
"8448",8448,3
"8449",8449,3
"8450",8450,3
"8451",8451,3
"8452",8452,3
"8453",8453,3
"8454",8454,1
"8455",8455,1
"8456",8456,1
"8457",8457,1
"8458",8458,1
"8459",8459,1
"8460",8460,1
"8461",8461,1
"8462",8462,1
"8463",8463,6
"8464",8464,8
"8465",8465,1
"8466",8466,1
"8467",8467,1
"8468",8468,1
"8469",8469,1
"8470",8470,1
"8471",8471,1
"8472",8472,2
"8473",8473,2
"8474",8474,2
"8475",8475,5
"8476",8476,2
"8477",8477,2
"8478",8478,2
"8479",8479,2
"8480",8480,2
"8481",8481,6
"8482",8482,7
"8483",8483,2
"8484",8484,2
"8485",8485,2
"8486",8486,2
"8487",8487,2
"8488",8488,2
"8489",8489,2
"8490",8490,5
"8491",8491,5
"8492",8492,5
"8493",8493,5
"8494",8494,5
"8495",8495,5
"8496",8496,5
"8497",8497,5
"8498",8498,5
"8499",8499,4
"8500",8500,5
"8501",8501,5
"8502",8502,5
"8503",8503,5
"8504",8504,5
"8505",8505,5
"8506",8506,5
"8507",8507,5
"8508",8508,5
"8509",8509,5
"8510",8510,5
"8511",8511,5
"8512",8512,5
"8513",8513,5
"8514",8514,5
"8515",8515,5
"8516",8516,5
"8517",8517,5
"8518",8518,3
"8519",8519,5
"8520",8520,5
"8521",8521,5
"8522",8522,5
"8523",8523,5
"8524",8524,5
"8525",8525,5
"8526",8526,9
"8527",8527,9
"8528",8528,9
"8529",8529,9
"8530",8530,9
"8531",8531,9
"8532",8532,9
"8533",8533,9
"8534",8534,9
"8535",8535,2
"8536",8536,7
"8537",8537,9
"8538",8538,9
"8539",8539,9
"8540",8540,9
"8541",8541,9
"8542",8542,9
"8543",8543,9
"8544",8544,2
"8545",8545,2
"8546",8546,2
"8547",8547,2
"8548",8548,2
"8549",8549,2
"8550",8550,2
"8551",8551,2
"8552",8552,2
"8553",8553,7
"8554",8554,2
"8555",8555,2
"8556",8556,2
"8557",8557,2
"8558",8558,2
"8559",8559,2
"8560",8560,2
"8561",8561,2
"8562",8562,2
"8563",8563,2
"8564",8564,2
"8565",8565,2
"8566",8566,2
"8567",8567,2
"8568",8568,2
"8569",8569,2
"8570",8570,2
"8571",8571,6
"8572",8572,6
"8573",8573,2
"8574",8574,2
"8575",8575,2
"8576",8576,2
"8577",8577,2
"8578",8578,2
"8579",8579,2
"8580",8580,8
"8581",8581,8
"8582",8582,8
"8583",8583,8
"8584",8584,8
"8585",8585,8
"8586",8586,8
"8587",8587,8
"8588",8588,8
"8589",8589,5
"8590",8590,6
"8591",8591,8
"8592",8592,8
"8593",8593,8
"8594",8594,8
"8595",8595,8
"8596",8596,8
"8597",8597,8
"8598",8598,3
"8599",8599,3
"8600",8600,3
"8601",8601,3
"8602",8602,3
"8603",8603,3
"8604",8604,3
"8605",8605,3
"8606",8606,3
"8607",8607,4
"8608",8608,9
"8609",8609,3
"8610",8610,3
"8611",8611,3
"8612",8612,3
"8613",8613,3
"8614",8614,3
"8615",8615,3
"8616",8616,6
"8617",8617,6
"8618",8618,6
"8619",8619,6
"8620",8620,6
"8621",8621,6
"8622",8622,2
"8623",8623,6
"8624",8624,6
"8625",8625,6
"8626",8626,1
"8627",8627,6
"8628",8628,6
"8629",8629,6
"8630",8630,6
"8631",8631,2
"8632",8632,6
"8633",8633,4
"8634",8634,4
"8635",8635,4
"8636",8636,4
"8637",8637,4
"8638",8638,4
"8639",8639,4
"8640",8640,4
"8641",8641,4
"8642",8642,5
"8643",8643,1
"8644",8644,4
"8645",8645,8
"8646",8646,4
"8647",8647,4
"8648",8648,4
"8649",8649,4
"8650",8650,4
"8651",8651,2
"8652",8652,2
"8653",8653,2
"8654",8654,2
"8655",8655,2
"8656",8656,2
"8657",8657,2
"8658",8658,2
"8659",8659,2
"8660",8660,2
"8661",8661,9
"8662",8662,2
"8663",8663,2
"8664",8664,2
"8665",8665,2
"8666",8666,2
"8667",8667,2
"8668",8668,2
"8669",8669,7
"8670",8670,7
"8671",8671,7
"8672",8672,7
"8673",8673,7
"8674",8674,7
"8675",8675,7
"8676",8676,7
"8677",8677,7
"8678",8678,9
"8679",8679,6
"8680",8680,7
"8681",8681,7
"8682",8682,7
"8683",8683,7
"8684",8684,7
"8685",8685,7
"8686",8686,7
"8687",8687,6
"8688",8688,6
"8689",8689,6
"8690",8690,6
"8691",8691,1
"8692",8692,6
"8693",8693,6
"8694",8694,6
"8695",8695,6
"8696",8696,1
"8697",8697,9
"8698",8698,6
"8699",8699,6
"8700",8700,6
"8701",8701,1
"8702",8702,6
"8703",8703,6
"8704",8704,6
"8705",8705,6
"8706",8706,6
"8707",8707,6
"8708",8708,6
"8709",8709,6
"8710",8710,6
"8711",8711,6
"8712",8712,6
"8713",8713,6
"8714",8714,1
"8715",8715,1
"8716",8716,6
"8717",8717,6
"8718",8718,6
"8719",8719,6
"8720",8720,6
"8721",8721,6
"8722",8722,6
"8723",8723,5
"8724",8724,5
"8725",8725,5
"8726",8726,5
"8727",8727,5
"8728",8728,5
"8729",8729,5
"8730",8730,5
"8731",8731,5
"8732",8732,5
"8733",8733,2
"8734",8734,5
"8735",8735,5
"8736",8736,5
"8737",8737,5
"8738",8738,5
"8739",8739,5
"8740",8740,5
"8741",8741,1
"8742",8742,5
"8743",8743,5
"8744",8744,1
"8745",8745,1
"8746",8746,1
"8747",8747,5
"8748",8748,5
"8749",8749,1
"8750",8750,5
"8751",8751,5
"8752",8752,1
"8753",8753,1
"8754",8754,1
"8755",8755,5
"8756",8756,5
"8757",8757,3
"8758",8758,3
"8759",8759,3
"8760",8760,3
"8761",8761,3
"8762",8762,3
"8763",8763,3
"8764",8764,3
"8765",8765,3
"8766",8766,3
"8767",8767,3
"8768",8768,3
"8769",8769,3
"8770",8770,3
"8771",8771,3
"8772",8772,3
"8773",8773,4
"8774",8774,4
"8775",8775,4
"8776",8776,4
"8777",8777,4
"8778",8778,4
"8779",8779,4
"8780",8780,4
"8781",8781,4
"8782",8782,4
"8783",8783,4
"8784",8784,4
"8785",8785,4
"8786",8786,4
"8787",8787,4
"8788",8788,4
"8789",8789,6
"8790",8790,6
