"","Observation Number","Cluster_Membership"
"3760",3760,2
"3761",3761,2
"3762",3762,2
"3763",3763,6
"3764",3764,6
"3765",3765,6
"3766",3766,6
"3767",3767,6
"3768",3768,6
"3769",3769,6
"3770",3770,6
"3771",3771,6
"3772",3772,6
"3773",3773,6
"3774",3774,6
"3775",3775,6
"3776",3776,6
"3777",3777,6
"3778",3778,6
"3779",3779,6
"3780",3780,6
"3781",3781,6
"3782",3782,6
"3783",3783,6
"3784",3784,6
"3785",3785,6
"3786",3786,6
"3787",3787,6
"3788",3788,6
"3789",3789,6
"3790",3790,6
"3791",3791,6
"3792",3792,6
"3793",3793,6
"3794",3794,6
"3795",3795,5
"3796",3796,5
"3797",3797,5
"3798",3798,5
"3799",3799,5
"3800",3800,5
"3801",3801,5
"3802",3802,5
"3803",3803,5
"3804",3804,5
"3805",3805,5
"3806",3806,5
"3807",3807,5
"3808",3808,5
"3809",3809,5
"3810",3810,5
"3811",3811,6
"3812",3812,6
"3813",3813,6
"3814",3814,6
"3815",3815,6
"3816",3816,6
"3817",3817,6
"3818",3818,6
"3819",3819,6
"3820",3820,6
"3821",3821,6
"3822",3822,6
"3823",3823,6
"3824",3824,6
"3825",3825,6
"3826",3826,6
"3827",3827,5
"3828",3828,5
"3829",3829,5
"3830",3830,5
"3831",3831,5
"3832",3832,5
"3833",3833,5
"3834",3834,5
"3835",3835,5
"3836",3836,5
"3837",3837,5
"3838",3838,5
"3839",3839,5
"3840",3840,5
"3841",3841,5
"3842",3842,5
"3843",3843,6
"3844",3844,6
"3845",3845,6
"3846",3846,6
"3847",3847,6
"3848",3848,6
"3849",3849,6
"3850",3850,6
"3851",3851,6
"3852",3852,6
"3853",3853,6
"3854",3854,6
"3855",3855,6
"3856",3856,6
"3857",3857,6
"3858",3858,6
"3859",3859,5
"3860",3860,5
"3861",3861,5
"3862",3862,5
"3863",3863,5
"3864",3864,5
"3865",3865,5
"3866",3866,5
"3867",3867,5
"3868",3868,5
"3869",3869,5
"3870",3870,5
"3871",3871,5
"3872",3872,5
"3873",3873,5
"3874",3874,5
"3875",3875,6
"3876",3876,6
"3877",3877,6
"3878",3878,6
"3879",3879,6
"3880",3880,6
"3881",3881,6
"3882",3882,6
"3883",3883,6
"3884",3884,6
"3885",3885,6
"3886",3886,6
"3887",3887,6
"3888",3888,6
"3889",3889,6
"3890",3890,6
"3891",3891,5
"3892",3892,5
"3893",3893,5
"3894",3894,5
"3895",3895,5
"3896",3896,5
"3897",3897,5
"3898",3898,5
"3899",3899,5
"3900",3900,5
"3901",3901,5
"3902",3902,5
"3903",3903,5
"3904",3904,5
"3905",3905,5
"3906",3906,5
"3907",3907,1
"3908",3908,1
"3909",3909,1
"3910",3910,1
"3911",3911,1
"3912",3912,1
"3913",3913,1
"3914",3914,1
"3915",3915,1
"3916",3916,1
"3917",3917,1
"3918",3918,1
"3919",3919,1
"3920",3920,1
"3921",3921,1
"3922",3922,1
"3923",3923,1
"3924",3924,1
"3925",3925,1
"3926",3926,1
"3927",3927,1
"3928",3928,1
"3929",3929,1
"3930",3930,1
"3931",3931,1
"3932",3932,1
"3933",3933,1
"3934",3934,1
"3935",3935,1
"3936",3936,1
"3937",3937,1
"3938",3938,1
"3939",3939,6
"3940",3940,6
"3941",3941,6
"3942",3942,6
"3943",3943,6
"3944",3944,6
"3945",3945,6
"3946",3946,6
"3947",3947,6
"3948",3948,6
"3949",3949,6
"3950",3950,6
"3951",3951,6
"3952",3952,6
"3953",3953,6
"3954",3954,6
"3955",3955,1
"3956",3956,1
"3957",3957,1
"3958",3958,1
"3959",3959,1
"3960",3960,1
"3961",3961,1
"3962",3962,1
"3963",3963,1
"3964",3964,1
"3965",3965,1
"3966",3966,1
"3967",3967,1
"3968",3968,1
"3969",3969,1
"3970",3970,1
"3971",3971,6
"3972",3972,6
"3973",3973,6
"3974",3974,6
"3975",3975,6
"3976",3976,6
"3977",3977,6
"3978",3978,6
"3979",3979,6
"3980",3980,6
"3981",3981,6
"3982",3982,6
"3983",3983,6
"3984",3984,6
"3985",3985,6
"3986",3986,6
"3987",3987,6
"3988",3988,6
"3989",3989,6
"3990",3990,6
"3991",3991,6
"3992",3992,6
"3993",3993,6
"3994",3994,6
"3995",3995,6
"3996",3996,6
"3997",3997,6
"3998",3998,6
"3999",3999,6
"4000",4000,6
"4001",4001,6
"4002",4002,6
"4003",4003,5
"4004",4004,5
"4005",4005,5
"4006",4006,5
"4007",4007,5
"4008",4008,5
"4009",4009,5
"4010",4010,5
"4011",4011,5
"4012",4012,5
"4013",4013,5
"4014",4014,5
"4015",4015,5
"4016",4016,5
"4017",4017,5
"4018",4018,5
"4019",4019,3
"4020",4020,3
"4021",4021,3
"4022",4022,3
"4023",4023,3
"4024",4024,3
"4025",4025,3
"4026",4026,3
"4027",4027,3
"4028",4028,3
"4029",4029,3
"4030",4030,3
"4031",4031,3
"4032",4032,3
"4033",4033,3
"4034",4034,3
"4035",4035,6
"4036",4036,6
"4037",4037,6
"4038",4038,6
"4039",4039,6
"4040",4040,6
"4041",4041,6
"4042",4042,6
"4043",4043,6
"4044",4044,6
"4045",4045,6
"4046",4046,6
"4047",4047,6
"4048",4048,6
"4049",4049,6
"4050",4050,6
"4051",4051,4
"4052",4052,4
"4053",4053,4
"4054",4054,4
"4055",4055,4
"4056",4056,4
"4057",4057,4
"4058",4058,4
"4059",4059,4
"4060",4060,4
"4061",4061,4
"4062",4062,4
"4063",4063,4
"4064",4064,4
"4065",4065,1
"4066",4066,4
"4067",4067,1
"4068",4068,1
"4069",4069,1
"4070",4070,1
"4071",4071,1
"4072",4072,1
"4073",4073,1
"4074",4074,1
"4075",4075,1
"4076",4076,1
"4077",4077,1
"4078",4078,1
"4079",4079,1
"4080",4080,1
"4081",4081,1
"4082",4082,1
"4083",4083,4
"4084",4084,4
"4085",4085,4
"4086",4086,4
"4087",4087,4
"4088",4088,4
"4089",4089,4
"4090",4090,4
"4091",4091,4
"4092",4092,4
"4093",4093,4
"4094",4094,4
"4095",4095,4
"4096",4096,4
"4097",4097,4
"4098",4098,4
"4099",4099,2
"4100",4100,2
"4101",4101,2
"4102",4102,2
"4103",4103,2
"4104",4104,2
"4105",4105,2
"4106",4106,2
"4107",4107,2
"4108",4108,2
"4109",4109,2
"4110",4110,5
"4111",4111,2
"4112",4112,2
"4113",4113,2
"4114",4114,2
"4115",4115,2
"4116",4116,2
"4117",4117,2
"4118",4118,2
"4119",4119,2
"4120",4120,2
"4121",4121,2
"4122",4122,2
"4123",4123,2
"4124",4124,2
"4125",4125,2
"4126",4126,2
"4127",4127,2
"4128",4128,2
"4129",4129,2
"4130",4130,2
"4131",4131,6
"4132",4132,6
"4133",4133,6
"4134",4134,6
"4135",4135,6
"4136",4136,6
"4137",4137,6
"4138",4138,6
"4139",4139,6
"4140",4140,6
"4141",4141,6
"4142",4142,6
"4143",4143,6
"4144",4144,6
"4145",4145,6
"4146",4146,6
"4147",4147,4
"4148",4148,4
"4149",4149,4
"4150",4150,4
"4151",4151,4
"4152",4152,4
"4153",4153,4
"4154",4154,4
"4155",4155,4
"4156",4156,4
"4157",4157,4
"4158",4158,4
"4159",4159,4
"4160",4160,4
"4161",4161,4
"4162",4162,4
"4163",4163,4
"4164",4164,4
"4165",4165,4
"4166",4166,4
"4167",4167,4
"4168",4168,4
"4169",4169,4
"4170",4170,4
"4171",4171,4
"4172",4172,4
"4173",4173,4
"4174",4174,4
"4175",4175,4
"4176",4176,4
"4177",4177,4
"4178",4178,4
"4179",4179,1
"4180",4180,1
"4181",4181,1
"4182",4182,1
"4183",4183,1
"4184",4184,1
"4185",4185,1
"4186",4186,1
"4187",4187,1
"4188",4188,1
"4189",4189,1
"4190",4190,1
"4191",4191,1
"4192",4192,1
"4193",4193,1
"4194",4194,2
"4195",4195,6
"4196",4196,6
"4197",4197,6
"4198",4198,6
"4199",4199,6
"4200",4200,6
"4201",4201,6
"4202",4202,6
"4203",4203,6
"4204",4204,6
"4205",4205,6
"4206",4206,6
"4207",4207,6
"4208",4208,6
"4209",4209,6
"4210",4210,6
"4211",4211,5
"4212",4212,5
"4213",4213,5
"4214",4214,5
"4215",4215,5
"4216",4216,5
"4217",4217,5
"4218",4218,5
"4219",4219,5
"4220",4220,5
"4221",4221,5
"4222",4222,5
"4223",4223,5
"4224",4224,5
"4225",4225,5
"4226",4226,5
"4227",4227,6
"4228",4228,6
"4229",4229,6
"4230",4230,6
"4231",4231,6
"4232",4232,6
"4233",4233,6
"4234",4234,6
"4235",4235,6
"4236",4236,6
"4237",4237,6
"4238",4238,6
"4239",4239,6
"4240",4240,6
"4241",4241,6
"4242",4242,6
"4243",4243,6
"4244",4244,6
"4245",4245,6
"4246",4246,6
"4247",4247,6
"4248",4248,6
"4249",4249,6
"4250",4250,6
"4251",4251,6
"4252",4252,6
"4253",4253,6
"4254",4254,6
"4255",4255,6
"4256",4256,6
"4257",4257,6
"4258",4258,6
"4259",4259,6
"4260",4260,6
"4261",4261,6
"4262",4262,6
"4263",4263,6
"4264",4264,6
"4265",4265,6
"4266",4266,6
"4267",4267,6
"4268",4268,6
"4269",4269,6
"4270",4270,6
"4271",4271,2
"4272",4272,6
"4273",4273,6
"4274",4274,1
"4275",4275,1
"4276",4276,1
"4277",4277,1
"4278",4278,1
"4279",4279,1
"4280",4280,1
"4281",4281,1
"4282",4282,1
"4283",4283,1
"4284",4284,1
"4285",4285,1
"4286",4286,1
"4287",4287,1
"4288",4288,1
"4289",4289,1
"4290",4290,6
"4291",4291,6
"4292",4292,6
"4293",4293,6
"4294",4294,6
"4295",4295,6
"4296",4296,6
"4297",4297,6
"4298",4298,6
"4299",4299,6
"4300",4300,6
"4301",4301,6
"4302",4302,6
"4303",4303,6
"4304",4304,6
"4305",4305,6
"4306",4306,5
"4307",4307,5
"4308",4308,5
"4309",4309,5
"4310",4310,5
"4311",4311,5
"4312",4312,5
"4313",4313,5
"4314",4314,5
"4315",4315,5
"4316",4316,5
"4317",4317,5
"4318",4318,5
"4319",4319,5
"4320",4320,5
"4321",4321,5
"4322",4322,6
"4323",4323,6
"4324",4324,6
"4325",4325,6
"4326",4326,6
"4327",4327,6
"4328",4328,6
"4329",4329,6
"4330",4330,6
"4331",4331,6
"4332",4332,6
"4333",4333,6
"4334",4334,6
"4335",4335,6
"4336",4336,6
"4337",4337,6
"4338",4338,4
"4339",4339,4
"4340",4340,4
"4341",4341,4
"4342",4342,4
"4343",4343,4
"4344",4344,4
"4345",4345,4
"4346",4346,4
"4347",4347,4
"4348",4348,4
"4349",4349,4
"4350",4350,4
"4351",4351,4
"4352",4352,4
"4353",4353,4
"4354",4354,1
"4355",4355,1
"4356",4356,1
"4357",4357,1
"4358",4358,1
"4359",4359,1
"4360",4360,1
"4361",4361,1
"4362",4362,1
"4363",4363,1
"4364",4364,1
"4365",4365,1
"4366",4366,1
"4367",4367,1
"4368",4368,1
"4369",4369,1
"4370",4370,1
"4371",4371,1
"4372",4372,1
"4373",4373,1
"4374",4374,1
"4375",4375,1
"4376",4376,1
"4377",4377,1
"4378",4378,1
"4379",4379,1
"4380",4380,1
"4381",4381,1
"4382",4382,1
"4383",4383,1
"4384",4384,1
"4385",4385,1
"4386",4386,3
"4387",4387,3
"4388",4388,3
"4389",4389,3
"4390",4390,3
"4391",4391,3
"4392",4392,3
"4393",4393,3
"4394",4394,3
"4395",4395,3
"4396",4396,3
"4397",4397,6
"4398",4398,3
"4399",4399,3
"4400",4400,3
"4401",4401,3
"4402",4402,6
"4403",4403,6
"4404",4404,6
"4405",4405,6
"4406",4406,6
"4407",4407,6
"4408",4408,6
"4409",4409,6
"4410",4410,6
"4411",4411,6
"4412",4412,6
"4413",4413,6
"4414",4414,6
"4415",4415,6
"4416",4416,6
"4417",4417,6
"4418",4418,5
"4419",4419,5
"4420",4420,5
"4421",4421,5
"4422",4422,5
"4423",4423,5
"4424",4424,1
"4425",4425,2
"4426",4426,5
"4427",4427,5
"4428",4428,1
"4429",4429,5
"4430",4430,5
"4431",4431,5
"4432",4432,5
"4433",4433,5
"4434",4434,5
"4435",4435,1
"4436",4436,2
"4437",4437,5
"4438",4438,5
"4439",4439,5
"4440",4440,3
"4441",4441,3
"4442",4442,3
"4443",4443,3
"4444",4444,3
"4445",4445,3
"4446",4446,3
"4447",4447,3
"4448",4448,3
"4449",4449,3
"4450",4450,3
"4451",4451,3
"4452",4452,3
"4453",4453,3
"4454",4454,3
"4455",4455,3
"4456",4456,6
"4457",4457,6
"4458",4458,6
"4459",4459,6
"4460",4460,6
"4461",4461,6
"4462",4462,6
"4463",4463,6
"4464",4464,6
"4465",4465,6
"4466",4466,6
"4467",4467,6
"4468",4468,6
"4469",4469,6
"4470",4470,6
"4471",4471,6
"4472",4472,4
"4473",4473,4
"4474",4474,4
"4475",4475,4
"4476",4476,4
"4477",4477,4
"4478",4478,4
"4479",4479,4
"4480",4480,4
"4481",4481,4
"4482",4482,4
"4483",4483,4
"4484",4484,4
"4485",4485,4
"4486",4486,4
"4487",4487,4
"4488",4488,6
"4489",4489,6
"4490",4490,6
"4491",4491,6
"4492",4492,6
"4493",4493,6
"4494",4494,6
"4495",4495,6
"4496",4496,6
"4497",4497,6
"4498",4498,6
"4499",4499,6
"4500",4500,6
"4501",4501,6
"4502",4502,6
"4503",4503,6
"4504",4504,3
"4505",4505,3
"4506",4506,3
"4507",4507,3
"4508",4508,3
"4509",4509,3
"4510",4510,3
"4511",4511,3
"4512",4512,3
"4513",4513,3
"4514",4514,3
"4515",4515,3
"4516",4516,3
"4517",4517,3
"4518",4518,3
"4519",4519,3
"4520",4520,3
"4521",4521,3
"4522",4522,3
"4523",4523,3
"4524",4524,3
"4525",4525,3
"4526",4526,3
"4527",4527,3
"4528",4528,3
"4529",4529,3
"4530",4530,3
"4531",4531,3
"4532",4532,3
"4533",4533,3
"4534",4534,3
"4535",4535,3
"4536",4536,1
"4537",4537,1
"4538",4538,1
"4539",4539,1
"4540",4540,1
"4541",4541,1
"4542",4542,1
"4543",4543,1
"4544",4544,1
"4545",4545,1
"4546",4546,1
"4547",4547,1
"4548",4548,1
"4549",4549,1
"4550",4550,1
"4551",4551,1
"4552",4552,4
"4553",4553,4
"4554",4554,4
"4555",4555,4
"4556",4556,4
"4557",4557,4
"4558",4558,4
"4559",4559,4
"4560",4560,4
"4561",4561,4
"4562",4562,4
"4563",4563,4
"4564",4564,4
"4565",4565,4
"4566",4566,4
"4567",4567,4
"4568",4568,5
"4569",4569,5
"4570",4570,5
"4571",4571,5
"4572",4572,5
"4573",4573,5
"4574",4574,5
"4575",4575,5
"4576",4576,5
"4577",4577,5
"4578",4578,5
"4579",4579,5
"4580",4580,5
"4581",4581,5
"4582",4582,5
"4583",4583,5
"4584",4584,5
"4585",4585,5
"4586",4586,5
"4587",4587,5
"4588",4588,5
"4589",4589,5
"4590",4590,5
"4591",4591,5
"4592",4592,5
"4593",4593,5
"4594",4594,5
"4595",4595,5
"4596",4596,5
"4597",4597,5
"4598",4598,5
"4599",4599,5
"4600",4600,1
"4601",4601,1
"4602",4602,1
"4603",4603,1
"4604",4604,1
"4605",4605,1
"4606",4606,1
"4607",4607,1
"4608",4608,1
"4609",4609,1
"4610",4610,1
"4611",4611,1
"4612",4612,1
"4613",4613,1
"4614",4614,1
"4615",4615,1
"4616",4616,1
"4617",4617,1
"4618",4618,1
"4619",4619,1
"4620",4620,1
"4621",4621,1
"4622",4622,1
"4623",4623,1
"4624",4624,1
"4625",4625,1
"4626",4626,1
"4627",4627,1
"4628",4628,1
"4629",4629,1
"4630",4630,1
"4631",4631,1
"4632",4632,1
"4633",4633,1
"4634",4634,1
"4635",4635,1
"4636",4636,1
"4637",4637,1
"4638",4638,5
"4639",4639,5
"4640",4640,1
"4641",4641,5
"4642",4642,1
"4643",4643,1
"4644",4644,1
"4645",4645,1
"4646",4646,1
"4647",4647,1
"4648",4648,1
"4649",4649,5
"4650",4650,5
"4651",4651,1
"4652",4652,5
"4653",4653,1
"4654",4654,1
"4655",4655,1
"4656",4656,1
"4657",4657,1
"4658",4658,1
"4659",4659,1
"4660",4660,1
"4661",4661,1
"4662",4662,1
"4663",4663,1
"4664",4664,1
"4665",4665,1
"4666",4666,1
"4667",4667,1
"4668",4668,1
"4669",4669,1
"4670",4670,6
"4671",4671,6
"4672",4672,6
"4673",4673,6
"4674",4674,6
"4675",4675,6
"4676",4676,6
"4677",4677,6
"4678",4678,6
"4679",4679,6
"4680",4680,6
"4681",4681,6
"4682",4682,6
"4683",4683,6
"4684",4684,6
"4685",4685,6
"4686",4686,6
"4687",4687,6
"4688",4688,6
"4689",4689,6
"4690",4690,6
"4691",4691,6
"4692",4692,6
"4693",4693,6
"4694",4694,6
"4695",4695,6
"4696",4696,6
"4697",4697,6
"4698",4698,6
"4699",4699,6
"4700",4700,6
"4701",4701,6
"4702",4702,4
"4703",4703,4
"4704",4704,4
"4705",4705,4
"4706",4706,4
"4707",4707,4
"4708",4708,4
"4709",4709,4
"4710",4710,4
"4711",4711,4
"4712",4712,4
"4713",4713,4
"4714",4714,4
"4715",4715,4
"4716",4716,4
"4717",4717,4
"4718",4718,6
"4719",4719,6
"4720",4720,6
"4721",4721,6
"4722",4722,6
"4723",4723,6
"4724",4724,6
"4725",4725,6
"4726",4726,6
"4727",4727,6
"4728",4728,6
"4729",4729,6
"4730",4730,6
"4731",4731,6
"4732",4732,6
"4733",4733,6
"4734",4734,6
"4735",4735,6
"4736",4736,6
"4737",4737,6
"4738",4738,6
"4739",4739,6
"4740",4740,6
"4741",4741,6
"4742",4742,6
"4743",4743,6
"4744",4744,6
"4745",4745,6
"4746",4746,6
"4747",4747,6
"4748",4748,5
"4749",4749,5
"4750",4750,5
"4751",4751,5
"4752",4752,5
"4753",4753,5
"4754",4754,5
"4755",4755,5
"4756",4756,5
"4757",4757,5
"4758",4758,5
"4759",4759,5
"4760",4760,5
"4761",4761,5
"4762",4762,5
"4763",4763,1
"4764",4764,1
"4765",4765,1
"4766",4766,1
"4767",4767,1
"4768",4768,1
"4769",4769,1
"4770",4770,1
"4771",4771,1
"4772",4772,1
"4773",4773,1
"4774",4774,1
"4775",4775,1
"4776",4776,1
"4777",4777,1
"4778",4778,6
"4779",4779,6
"4780",4780,6
"4781",4781,6
"4782",4782,6
"4783",4783,6
"4784",4784,6
"4785",4785,6
"4786",4786,6
"4787",4787,6
"4788",4788,6
"4789",4789,6
"4790",4790,6
"4791",4791,6
"4792",4792,6
"4793",4793,4
"4794",4794,4
"4795",4795,4
"4796",4796,4
"4797",4797,4
"4798",4798,4
"4799",4799,4
"4800",4800,4
"4801",4801,4
"4802",4802,4
"4803",4803,4
"4804",4804,4
"4805",4805,4
"4806",4806,4
"4807",4807,6
"4808",4808,6
"4809",4809,6
"4810",4810,6
"4811",4811,6
"4812",4812,6
"4813",4813,6
"4814",4814,6
"4815",4815,6
"4816",4816,1
"4817",4817,6
"4818",4818,6
"4819",4819,6
"4820",4820,6
"4821",4821,6
"4822",4822,3
"4823",4823,3
"4824",4824,3
"4825",4825,3
"4826",4826,3
"4827",4827,3
"4828",4828,3
"4829",4829,3
"4830",4830,3
"4831",4831,3
"4832",4832,3
"4833",4833,3
"4834",4834,3
"4835",4835,3
"4836",4836,3
"4837",4837,6
"4838",4838,6
"4839",4839,6
"4840",4840,6
"4841",4841,6
"4842",4842,6
"4843",4843,6
"4844",4844,6
"4845",4845,6
"4846",4846,6
"4847",4847,6
"4848",4848,6
"4849",4849,6
"4850",4850,6
"4851",4851,6
"4852",4852,4
"4853",4853,4
"4854",4854,4
"4855",4855,4
"4856",4856,4
"4857",4857,4
"4858",4858,4
"4859",4859,4
"4860",4860,4
"4861",4861,4
"4862",4862,4
"4863",4863,4
"4864",4864,4
"4865",4865,4
"4866",4866,4
"4867",4867,1
"4868",4868,1
"4869",4869,1
"4870",4870,1
"4871",4871,1
"4872",4872,1
"4873",4873,1
"4874",4874,1
"4875",4875,1
"4876",4876,1
"4877",4877,1
"4878",4878,1
"4879",4879,1
"4880",4880,1
"4881",4881,1
"4882",4882,1
"4883",4883,1
"4884",4884,1
"4885",4885,1
"4886",4886,1
"4887",4887,1
"4888",4888,1
"4889",4889,1
"4890",4890,1
"4891",4891,1
"4892",4892,1
"4893",4893,1
"4894",4894,1
"4895",4895,1
"4896",4896,1
"4897",4897,5
"4898",4898,5
"4899",4899,5
"4900",4900,5
"4901",4901,5
"4902",4902,5
"4903",4903,5
"4904",4904,5
"4905",4905,5
"4906",4906,5
"4907",4907,5
"4908",4908,5
"4909",4909,5
"4910",4910,5
"4911",4911,5
"4912",4912,6
"4913",4913,6
"4914",4914,6
"4915",4915,6
"4916",4916,6
"4917",4917,6
"4918",4918,6
"4919",4919,6
"4920",4920,6
"4921",4921,6
"4922",4922,6
"4923",4923,6
"4924",4924,6
"4925",4925,6
"4926",4926,6
"4927",4927,1
"4928",4928,1
"4929",4929,1
"4930",4930,1
"4931",4931,1
"4932",4932,1
"4933",4933,1
"4934",4934,1
"4935",4935,1
"4936",4936,1
"4937",4937,1
"4938",4938,1
"4939",4939,1
"4940",4940,1
"4941",4941,1
"4942",4942,1
"4943",4943,4
"4944",4944,4
"4945",4945,4
"4946",4946,4
"4947",4947,4
"4948",4948,4
"4949",4949,4
"4950",4950,4
"4951",4951,4
"4952",4952,4
"4953",4953,4
"4954",4954,4
"4955",4955,4
"4956",4956,4
"4957",4957,4
"4958",4958,4
"4959",4959,2
"4960",4960,2
"4961",4961,2
"4962",4962,2
"4963",4963,2
"4964",4964,2
"4965",4965,2
"4966",4966,2
"4967",4967,2
"4968",4968,2
"4969",4969,2
"4970",4970,2
"4971",4971,2
"4972",4972,2
"4973",4973,2
"4974",4974,2
"4975",4975,1
"4976",4976,1
"4977",4977,1
"4978",4978,1
"4979",4979,1
"4980",4980,1
"4981",4981,1
"4982",4982,1
"4983",4983,1
"4984",4984,1
"4985",4985,1
"4986",4986,1
"4987",4987,1
"4988",4988,1
"4989",4989,1
"4990",4990,1
"4991",4991,1
"4992",4992,1
"4993",4993,1
"4994",4994,1
"4995",4995,1
"4996",4996,1
"4997",4997,1
"4998",4998,1
"4999",4999,1
"5000",5000,1
"5001",5001,1
"5002",5002,1
"5003",5003,1
"5004",5004,1
"5005",5005,1
"5006",5006,1
"5007",5007,3
"5008",5008,3
"5009",5009,3
"5010",5010,3
"5011",5011,3
"5012",5012,3
"5013",5013,3
"5014",5014,3
"5015",5015,3
"5016",5016,3
"5017",5017,3
"5018",5018,3
"5019",5019,3
"5020",5020,3
"5021",5021,3
"5022",5022,3
"5023",5023,1
"5024",5024,1
"5025",5025,1
"5026",5026,1
"5027",5027,1
"5028",5028,1
"5029",5029,1
"5030",5030,1
"5031",5031,1
"5032",5032,1
"5033",5033,1
"5034",5034,1
"5035",5035,1
"5036",5036,1
"5037",5037,1
"5038",5038,1
"5039",5039,1
"5040",5040,1
"5041",5041,1
"5042",5042,1
"5043",5043,1
"5044",5044,1
"5045",5045,1
"5046",5046,1
"5047",5047,1
"5048",5048,1
"5049",5049,1
"5050",5050,1
"5051",5051,1
"5052",5052,1
"5053",5053,1
"5054",5054,1
"5055",5055,4
"5056",5056,4
"5057",5057,4
"5058",5058,4
"5059",5059,4
"5060",5060,4
"5061",5061,4
"5062",5062,4
"5063",5063,4
"5064",5064,4
"5065",5065,4
"5066",5066,4
"5067",5067,4
"5068",5068,4
"5069",5069,4
"5070",5070,4
"5071",5071,1
"5072",5072,1
"5073",5073,1
"5074",5074,1
"5075",5075,1
"5076",5076,1
"5077",5077,1
"5078",5078,1
"5079",5079,1
"5080",5080,1
"5081",5081,1
"5082",5082,1
"5083",5083,1
"5084",5084,1
"5085",5085,1
"5086",5086,1
"5087",5087,6
"5088",5088,6
"5089",5089,6
"5090",5090,6
"5091",5091,6
"5092",5092,6
"5093",5093,6
"5094",5094,6
"5095",5095,6
"5096",5096,6
"5097",5097,6
"5098",5098,6
"5099",5099,6
"5100",5100,6
"5101",5101,6
"5102",5102,6
"5103",5103,3
"5104",5104,3
"5105",5105,3
"5106",5106,3
"5107",5107,3
"5108",5108,3
"5109",5109,3
"5110",5110,3
"5111",5111,3
"5112",5112,3
"5113",5113,3
"5114",5114,3
"5115",5115,3
"5116",5116,3
"5117",5117,3
"5118",5118,5
"5119",5119,5
"5120",5120,5
"5121",5121,5
"5122",5122,5
"5123",5123,5
"5124",5124,5
"5125",5125,5
"5126",5126,5
"5127",5127,5
"5128",5128,5
"5129",5129,5
"5130",5130,5
"5131",5131,5
"5132",5132,5
"5133",5133,5
"5134",5134,6
"5135",5135,6
"5136",5136,6
"5137",5137,6
"5138",5138,6
"5139",5139,6
"5140",5140,6
"5141",5141,6
"5142",5142,6
"5143",5143,6
"5144",5144,6
"5145",5145,6
"5146",5146,6
"5147",5147,6
"5148",5148,6
"5149",5149,6
"5150",5150,3
"5151",5151,3
"5152",5152,3
"5153",5153,3
"5154",5154,3
"5155",5155,3
"5156",5156,3
"5157",5157,3
"5158",5158,3
"5159",5159,3
"5160",5160,3
"5161",5161,3
"5162",5162,3
"5163",5163,3
"5164",5164,3
"5165",5165,3
"5166",5166,1
"5167",5167,1
"5168",5168,1
"5169",5169,1
"5170",5170,1
"5171",5171,1
"5172",5172,1
"5173",5173,1
"5174",5174,1
"5175",5175,1
"5176",5176,1
"5177",5177,1
"5178",5178,1
"5179",5179,1
"5180",5180,1
"5181",5181,1
"5182",5182,6
"5183",5183,6
"5184",5184,6
"5185",5185,6
"5186",5186,6
"5187",5187,6
"5188",5188,6
"5189",5189,6
"5190",5190,6
"5191",5191,6
"5192",5192,6
"5193",5193,6
"5194",5194,6
"5195",5195,6
"5196",5196,6
"5197",5197,1
"5198",5198,1
"5199",5199,1
"5200",5200,1
"5201",5201,1
"5202",5202,1
"5203",5203,1
"5204",5204,1
"5205",5205,1
"5206",5206,1
"5207",5207,1
"5208",5208,1
"5209",5209,1
"5210",5210,1
"5211",5211,1
"5212",5212,1
"5213",5213,1
"5214",5214,1
"5215",5215,1
"5216",5216,1
"5217",5217,1
"5218",5218,1
"5219",5219,1
"5220",5220,1
"5221",5221,1
"5222",5222,1
"5223",5223,1
"5224",5224,1
"5225",5225,1
"5226",5226,1
"5227",5227,1
"5228",5228,4
"5229",5229,4
"5230",5230,4
"5231",5231,4
"5232",5232,4
"5233",5233,4
"5234",5234,4
"5235",5235,4
"5236",5236,4
"5237",5237,4
"5238",5238,4
"5239",5239,4
"5240",5240,4
"5241",5241,4
"5242",5242,4
"5243",5243,4
"5244",5244,1
"5245",5245,1
"5246",5246,1
"5247",5247,1
"5248",5248,1
"5249",5249,1
"5250",5250,1
"5251",5251,1
"5252",5252,1
"5253",5253,1
"5254",5254,1
"5255",5255,1
"5256",5256,1
"5257",5257,1
"5258",5258,1
"5259",5259,1
"5260",5260,6
"5261",5261,6
"5262",5262,6
"5263",5263,6
"5264",5264,6
"5265",5265,6
"5266",5266,6
"5267",5267,6
"5268",5268,6
"5269",5269,6
"5270",5270,6
"5271",5271,6
"5272",5272,6
"5273",5273,6
"5274",5274,6
"5275",5275,6
"5276",5276,4
"5277",5277,4
"5278",5278,4
"5279",5279,4
"5280",5280,4
"5281",5281,4
"5282",5282,4
"5283",5283,4
"5284",5284,4
"5285",5285,4
"5286",5286,4
"5287",5287,4
"5288",5288,4
"5289",5289,4
"5290",5290,4
"5291",5291,4
"5292",5292,2
"5293",5293,2
"5294",5294,2
"5295",5295,2
"5296",5296,2
"5297",5297,2
"5298",5298,2
"5299",5299,2
"5300",5300,2
"5301",5301,2
"5302",5302,2
"5303",5303,2
"5304",5304,2
"5305",5305,2
"5306",5306,2
"5307",5307,2
"5308",5308,5
"5309",5309,5
"5310",5310,5
"5311",5311,5
"5312",5312,5
